date;model;retailer;kind_cheese;key;price
02.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
02.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
02.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
02.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
02.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
02.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
02.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
02.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
02.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
02.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
02.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
02.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
02.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
02.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
02.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
02.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
02.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
02.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
02.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
02.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
02.01.2020;1;A5;сыр твердый;A5|сыр твердый;950
02.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;570
02.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;475
02.01.2020;1;A5;прочие сыры;A5|прочие сыры;665
02.01.2020;1;A5;продукты сырные;A5|продукты сырные;380
03.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
03.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
03.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
03.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
03.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
03.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
03.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
03.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
03.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
03.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
03.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
03.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
03.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
03.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
03.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
03.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
03.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
03.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
03.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
03.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
03.01.2020;1;A5;сыр твердый;A5|сыр твердый;950
03.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;570
03.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;475
03.01.2020;1;A5;прочие сыры;A5|прочие сыры;665
03.01.2020;1;A5;продукты сырные;A5|продукты сырные;380
04.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
04.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
04.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
04.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
04.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
04.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
04.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
04.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
04.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
04.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
04.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
04.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
04.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
04.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
04.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
04.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
04.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
04.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
04.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
04.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
04.01.2020;1;A5;сыр твердый;A5|сыр твердый;950
04.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;570
04.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;475
04.01.2020;1;A5;прочие сыры;A5|прочие сыры;665
04.01.2020;1;A5;продукты сырные;A5|продукты сырные;380
05.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
05.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
05.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
05.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
05.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
05.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
05.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
05.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
05.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
05.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
05.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
05.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
05.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
05.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
05.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
05.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
05.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
05.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
05.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
05.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
05.01.2020;1;A5;сыр твердый;A5|сыр твердый;950
05.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;570
05.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;475
05.01.2020;1;A5;прочие сыры;A5|прочие сыры;665
05.01.2020;1;A5;продукты сырные;A5|продукты сырные;380
06.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
06.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
06.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
06.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
06.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
06.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
06.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
06.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
06.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
06.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
06.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
06.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
06.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
06.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
06.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
06.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
06.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
06.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
06.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
06.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
06.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
06.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
06.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
06.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
06.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
07.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
07.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
07.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
07.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
07.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
07.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
07.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
07.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
07.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
07.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
07.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
07.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
07.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
07.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
07.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
07.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
07.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
07.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
07.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
07.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
07.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
07.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
07.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
07.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
07.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
08.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
08.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
08.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
08.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
08.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
08.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
08.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
08.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
08.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
08.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
08.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
08.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
08.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
08.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
08.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
08.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
08.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
08.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
08.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
08.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
08.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
08.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
08.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
08.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
08.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
09.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
09.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
09.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
09.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
09.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
09.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
09.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
09.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
09.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
09.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
09.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
09.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
09.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
09.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
09.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
09.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
09.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
09.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
09.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
09.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
09.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
09.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
09.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
09.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
09.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
10.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
10.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
10.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
10.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
10.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
10.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
10.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
10.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
10.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
10.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
10.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
10.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
10.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
10.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
10.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
10.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
10.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
10.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
10.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
10.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
10.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
10.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
10.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
10.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
10.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
11.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
11.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
11.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
11.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
11.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
11.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
11.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
11.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
11.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
11.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
11.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
11.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
11.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
11.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
11.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
11.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
11.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
11.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
11.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
11.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
11.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
11.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
11.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
11.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
11.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
12.01.2020;1;A1;сыр твердый;A1|сыр твердый;1000
12.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;600
12.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;500
12.01.2020;1;A1;прочие сыры;A1|прочие сыры;700
12.01.2020;1;A1;продукты сырные;A1|продукты сырные;400
12.01.2020;1;A2;сыр твердый;A2|сыр твердый;1050
12.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;630
12.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;525
12.01.2020;1;A2;прочие сыры;A2|прочие сыры;735
12.01.2020;1;A2;продукты сырные;A2|продукты сырные;420
12.01.2020;1;A3;сыр твердый;A3|сыр твердый;1000
12.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;600
12.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;500
12.01.2020;1;A3;прочие сыры;A3|прочие сыры;700
12.01.2020;1;A3;продукты сырные;A3|продукты сырные;400
12.01.2020;1;A4;сыр твердый;A4|сыр твердый;893
12.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;662
12.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
12.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
12.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
12.01.2020;1;A5;сыр твердый;A5|сыр твердый;979
12.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;587
12.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;489
12.01.2020;1;A5;прочие сыры;A5|прочие сыры;685
12.01.2020;1;A5;продукты сырные;A5|продукты сырные;391
13.01.2020;1;A1;сыр твердый;A1|сыр твердый;950
13.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;570
13.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;475
13.01.2020;1;A1;прочие сыры;A1|прочие сыры;665
13.01.2020;1;A1;продукты сырные;A1|продукты сырные;380
13.01.2020;1;A2;сыр твердый;A2|сыр твердый;900
13.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;540
13.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;450
13.01.2020;1;A2;прочие сыры;A2|прочие сыры;630
13.01.2020;1;A2;продукты сырные;A2|продукты сырные;360
13.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
13.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
13.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
13.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
13.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
13.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
13.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;536
13.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
13.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
13.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
13.01.2020;1;A5;сыр твердый;A5|сыр твердый;995
13.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;597
13.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;498
13.01.2020;1;A5;прочие сыры;A5|прочие сыры;697
13.01.2020;1;A5;продукты сырные;A5|продукты сырные;398
14.01.2020;1;A1;сыр твердый;A1|сыр твердый;950
14.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;570
14.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;475
14.01.2020;1;A1;прочие сыры;A1|прочие сыры;665
14.01.2020;1;A1;продукты сырные;A1|продукты сырные;380
14.01.2020;1;A2;сыр твердый;A2|сыр твердый;900
14.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;540
14.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;450
14.01.2020;1;A2;прочие сыры;A2|прочие сыры;630
14.01.2020;1;A2;продукты сырные;A2|продукты сырные;360
14.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
14.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
14.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
14.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
14.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
14.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
14.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;536
14.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
14.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
14.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
14.01.2020;1;A5;сыр твердый;A5|сыр твердый;995
14.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;597
14.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;498
14.01.2020;1;A5;прочие сыры;A5|прочие сыры;697
14.01.2020;1;A5;продукты сырные;A5|продукты сырные;398
15.01.2020;1;A1;сыр твердый;A1|сыр твердый;950
15.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;570
15.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;475
15.01.2020;1;A1;прочие сыры;A1|прочие сыры;665
15.01.2020;1;A1;продукты сырные;A1|продукты сырные;380
15.01.2020;1;A2;сыр твердый;A2|сыр твердый;900
15.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;540
15.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;450
15.01.2020;1;A2;прочие сыры;A2|прочие сыры;630
15.01.2020;1;A2;продукты сырные;A2|продукты сырные;360
15.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
15.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
15.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
15.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
15.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
15.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
15.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;536
15.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
15.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
15.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
15.01.2020;1;A5;сыр твердый;A5|сыр твердый;995
15.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;597
15.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;498
15.01.2020;1;A5;прочие сыры;A5|прочие сыры;697
15.01.2020;1;A5;продукты сырные;A5|продукты сырные;398
16.01.2020;1;A1;сыр твердый;A1|сыр твердый;950
16.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;570
16.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;475
16.01.2020;1;A1;прочие сыры;A1|прочие сыры;665
16.01.2020;1;A1;продукты сырные;A1|продукты сырные;380
16.01.2020;1;A2;сыр твердый;A2|сыр твердый;900
16.01.2020;1;A2;сыр полутвердый;A2|сыр полутвердый;540
16.01.2020;1;A2;сыр мягкий;A2|сыр мягкий;450
16.01.2020;1;A2;прочие сыры;A2|прочие сыры;630
16.01.2020;1;A2;продукты сырные;A2|продукты сырные;360
16.01.2020;1;A3;сыр твердый;A3|сыр твердый;1100
16.01.2020;1;A3;сыр полутвердый;A3|сыр полутвердый;660
16.01.2020;1;A3;сыр мягкий;A3|сыр мягкий;550
16.01.2020;1;A3;прочие сыры;A3|прочие сыры;770
16.01.2020;1;A3;продукты сырные;A3|продукты сырные;440
16.01.2020;1;A4;сыр твердый;A4|сыр твердый;1103
16.01.2020;1;A4;сыр полутвердый;A4|сыр полутвердый;536
16.01.2020;1;A4;сыр мягкий;A4|сыр мягкий;551
16.01.2020;1;A4;прочие сыры;A4|прочие сыры;847
16.01.2020;1;A4;продукты сырные;A4|продукты сырные;340
16.01.2020;1;A5;сыр твердый;A5|сыр твердый;995
16.01.2020;1;A5;сыр полутвердый;A5|сыр полутвердый;597
16.01.2020;1;A5;сыр мягкий;A5|сыр мягкий;498
16.01.2020;1;A5;прочие сыры;A5|прочие сыры;697
16.01.2020;1;A5;продукты сырные;A5|продукты сырные;398
17.01.2020;1;A1;сыр твердый;A1|сыр твердый;950
17.01.2020;1;A1;сыр полутвердый;A1|сыр полутвердый;570
17.01.2020;1;A1;сыр мягкий;A1|сыр мягкий;475
17.01.2020;1;A1;прочие сыры;A1|прочие сыры;665
17.01.2020;1;A1;продукты сырные;A1|продукты сырные;380
17.01.2020;1;A2;сыр твердый;A2|сыр твердый;900
