customer_id,family_type,number_people,financial_wealth,favorite_kind_cheese,avg_cheese_consumption,stop_eating_cheese,switching_another_cheese,basic_retailer,significant_price_change,looking_cheese,sensitivity_marketing_campaign
30,одиночка,1,низкий,прочие сыры,15,да,нет,A5,5.0,да,нет
31,одиночка,1,низкий,продукты сырные,15,нет,нет,A4,20.0,да,да
32,одиночка,1,низкий,сыр твердый,15,да,нет,A1,20.0,да,да
33,одиночка,1,высокий,прочие сыры,15,да,нет,A2,15.0,да,да
34,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,7.5,да,нет
35,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A3,20.0,да,да
36,одиночка,1,низкий,сыр полутвердый,15,да,да,A4,20.0,нет,да
37,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,5.0,нет,да
38,одиночка,1,высокий,прочие сыры,15,да,да,A1,20.0,да,да
39,одиночка,1,низкий,прочие сыры,15,нет,да,A2,5.0,да,да
40,одиночка,1,низкий,продукты сырные,15,нет,нет,A5,15.0,да,да
41,одиночка,1,средний,сыр твердый,15,да,нет,A2,15.0,да,да
42,одиночка,1,низкий,сыр полутвердый,15,да,нет,A4,10.0,да,нет
43,одиночка,1,средний,сыр мягкий,15,да,нет,A4,5.0,да,да
44,одиночка,1,средний,продукты сырные,15,да,да,A1,5.0,да,да
45,одиночка,1,низкий,продукты сырные,15,нет,нет,A4,10.0,нет,да
46,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,7.5,нет,нет
47,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,7.5,да,да
48,одиночка,1,низкий,прочие сыры,15,да,нет,A4,5.0,да,да
49,одиночка,1,средний,сыр твердый,15,нет,да,A3,10.0,да,да
50,одиночка,1,низкий,сыр мягкий,15,да,да,A4,15.0,да,да
51,одиночка,1,высокий,сыр мягкий,15,да,нет,A1,7.5,да,да
52,одиночка,1,низкий,прочие сыры,15,да,нет,A2,10.0,да,да
53,одиночка,1,высокий,прочие сыры,15,да,нет,A1,10.0,да,да
54,одиночка,1,высокий,прочие сыры,15,нет,нет,A2,10.0,нет,да
55,одиночка,1,низкий,сыр твердый,15,да,нет,A3,10.0,да,да
56,одиночка,1,средний,продукты сырные,15,нет,да,A1,20.0,да,нет
57,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,5.0,да,да
58,одиночка,1,низкий,сыр твердый,15,да,да,A3,15.0,да,нет
59,одиночка,1,низкий,продукты сырные,15,да,нет,A1,15.0,да,нет
60,одиночка,1,низкий,сыр мягкий,15,да,да,A2,7.5,нет,нет
61,одиночка,1,средний,прочие сыры,15,да,нет,A2,5.0,да,да
62,одиночка,1,средний,прочие сыры,15,да,да,A1,7.5,да,да
63,одиночка,1,средний,сыр мягкий,15,да,нет,A5,20.0,нет,да
64,одиночка,1,низкий,продукты сырные,15,да,нет,A2,15.0,нет,нет
65,одиночка,1,низкий,сыр мягкий,15,да,да,A1,5.0,нет,да
66,одиночка,1,высокий,сыр мягкий,15,да,да,A1,5.0,да,да
67,одиночка,1,средний,сыр полутвердый,15,да,нет,A3,5.0,да,да
68,одиночка,1,низкий,продукты сырные,15,да,нет,A5,10.0,да,да
69,одиночка,1,низкий,прочие сыры,15,да,нет,A4,15.0,нет,да
70,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,20.0,да,да
71,одиночка,1,высокий,сыр твердый,15,нет,нет,A1,7.5,да,да
72,одиночка,1,средний,продукты сырные,15,да,нет,A5,20.0,да,нет
73,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,10.0,да,да
74,одиночка,1,низкий,сыр твердый,15,да,нет,A1,15.0,нет,да
75,одиночка,1,средний,продукты сырные,15,нет,да,A2,7.5,нет,нет
76,одиночка,1,средний,продукты сырные,15,да,нет,A1,20.0,да,да
77,одиночка,1,высокий,сыр полутвердый,15,да,да,A1,10.0,да,да
78,одиночка,1,низкий,продукты сырные,15,да,нет,A1,20.0,да,да
79,одиночка,1,низкий,прочие сыры,15,да,да,A2,15.0,нет,нет
80,одиночка,1,высокий,сыр твердый,15,да,нет,A1,20.0,да,нет
81,одиночка,1,низкий,сыр твердый,15,нет,нет,A2,10.0,да,нет
82,одиночка,1,низкий,продукты сырные,15,да,да,A1,15.0,нет,нет
83,одиночка,1,низкий,сыр полутвердый,15,да,да,A4,5.0,да,да
84,одиночка,1,низкий,прочие сыры,15,нет,да,A4,20.0,нет,да
85,одиночка,1,низкий,сыр твердый,15,да,нет,A2,15.0,нет,да
86,одиночка,1,низкий,продукты сырные,15,да,нет,A1,10.0,нет,да
87,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,7.5,да,да
88,одиночка,1,средний,сыр полутвердый,15,нет,нет,A1,10.0,да,да
89,одиночка,1,низкий,сыр мягкий,15,да,да,A4,10.0,да,да
90,одиночка,1,высокий,сыр мягкий,15,да,нет,A4,7.5,да,да
91,одиночка,1,высокий,сыр твердый,15,нет,нет,A4,15.0,да,нет
92,одиночка,1,высокий,прочие сыры,15,да,нет,A3,20.0,да,да
93,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,7.5,да,да
94,одиночка,1,высокий,прочие сыры,15,да,да,A4,15.0,нет,да
95,одиночка,1,средний,сыр твердый,15,да,нет,A1,20.0,да,нет
96,одиночка,1,низкий,сыр твердый,15,да,да,A3,10.0,да,да
97,одиночка,1,средний,продукты сырные,15,да,да,A2,15.0,да,да
98,одиночка,1,низкий,продукты сырные,15,да,да,A3,20.0,нет,да
99,одиночка,1,низкий,продукты сырные,15,да,да,A4,20.0,да,да
100,одиночка,1,низкий,прочие сыры,15,да,да,A1,15.0,да,да
101,одиночка,1,низкий,продукты сырные,15,да,нет,A1,20.0,нет,да
102,одиночка,1,средний,продукты сырные,15,да,да,A1,10.0,да,да
103,одиночка,1,средний,продукты сырные,15,нет,нет,A3,7.5,нет,нет
104,одиночка,1,низкий,продукты сырные,15,да,нет,A1,10.0,да,да
105,одиночка,1,низкий,продукты сырные,15,да,нет,A2,15.0,да,да
106,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,10.0,да,да
107,одиночка,1,средний,продукты сырные,15,да,да,A1,7.5,да,нет
108,одиночка,1,средний,сыр твердый,15,да,нет,A3,15.0,нет,да
109,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,20.0,да,да
110,одиночка,1,средний,сыр полутвердый,15,нет,нет,A3,20.0,да,да
111,одиночка,1,низкий,сыр твердый,15,нет,нет,A4,7.5,нет,да
112,одиночка,1,низкий,продукты сырные,15,да,нет,A4,10.0,нет,да
113,одиночка,1,низкий,продукты сырные,15,нет,нет,A2,20.0,да,нет
114,одиночка,1,низкий,продукты сырные,15,нет,нет,A2,7.5,да,нет
115,одиночка,1,средний,продукты сырные,15,да,нет,A3,5.0,нет,да
116,одиночка,1,низкий,сыр твердый,15,да,да,A5,5.0,нет,да
117,одиночка,1,высокий,сыр полутвердый,15,да,нет,A1,7.5,нет,да
118,одиночка,1,низкий,продукты сырные,15,да,нет,A2,5.0,да,да
119,одиночка,1,низкий,прочие сыры,15,да,да,A3,7.5,да,да
120,одиночка,1,низкий,прочие сыры,15,да,нет,A1,15.0,да,да
121,одиночка,1,высокий,сыр мягкий,15,да,нет,A3,10.0,нет,да
122,одиночка,1,низкий,прочие сыры,15,да,нет,A1,7.5,да,да
123,одиночка,1,средний,сыр твердый,15,да,да,A5,15.0,да,да
124,одиночка,1,средний,продукты сырные,15,да,нет,A2,7.5,да,да
125,одиночка,1,низкий,прочие сыры,15,да,нет,A1,10.0,нет,да
126,одиночка,1,низкий,сыр полутвердый,15,нет,да,A2,5.0,да,да
127,одиночка,1,средний,сыр мягкий,15,нет,да,A1,10.0,да,да
128,одиночка,1,низкий,сыр твердый,15,нет,да,A4,20.0,да,да
129,одиночка,1,средний,продукты сырные,15,да,да,A1,15.0,нет,нет
130,одиночка,1,низкий,продукты сырные,15,да,да,A1,15.0,да,да
131,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,7.5,нет,да
132,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,10.0,да,нет
133,одиночка,1,низкий,сыр твердый,15,нет,да,A1,5.0,да,нет
134,одиночка,1,средний,прочие сыры,15,да,нет,A2,20.0,да,да
135,одиночка,1,низкий,продукты сырные,15,да,нет,A1,7.5,да,да
136,одиночка,1,средний,прочие сыры,15,да,нет,A2,7.5,да,нет
137,одиночка,1,низкий,продукты сырные,15,да,да,A1,10.0,да,да
138,одиночка,1,низкий,сыр полутвердый,15,да,да,A4,20.0,да,да
139,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,да,нет
140,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,10.0,да,да
141,одиночка,1,низкий,прочие сыры,15,да,да,A1,20.0,да,да
142,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,10.0,да,нет
143,одиночка,1,низкий,прочие сыры,15,да,нет,A2,20.0,да,да
144,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,15.0,да,да
145,одиночка,1,низкий,прочие сыры,15,да,нет,A2,20.0,да,нет
146,одиночка,1,низкий,сыр мягкий,15,да,нет,A4,5.0,нет,да
147,одиночка,1,средний,прочие сыры,15,да,нет,A1,10.0,да,да
148,одиночка,1,средний,сыр мягкий,15,нет,да,A1,20.0,да,да
149,одиночка,1,низкий,прочие сыры,15,да,да,A1,10.0,да,да
150,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,20.0,нет,да
151,одиночка,1,низкий,продукты сырные,15,да,да,A1,10.0,нет,да
152,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,7.5,да,нет
153,одиночка,1,низкий,сыр твердый,15,да,нет,A1,20.0,нет,да
154,одиночка,1,низкий,сыр твердый,15,да,нет,A2,15.0,да,да
155,одиночка,1,низкий,продукты сырные,15,да,нет,A3,10.0,да,да
156,одиночка,1,низкий,прочие сыры,15,да,да,A5,15.0,нет,нет
157,одиночка,1,низкий,сыр твердый,15,да,нет,A1,15.0,нет,да
158,одиночка,1,низкий,прочие сыры,15,да,нет,A2,7.5,нет,да
159,одиночка,1,средний,сыр полутвердый,15,да,нет,A2,5.0,нет,да
160,одиночка,1,низкий,сыр мягкий,15,да,да,A1,20.0,нет,да
161,одиночка,1,низкий,сыр полутвердый,15,нет,да,A1,7.5,нет,да
162,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,10.0,да,да
163,одиночка,1,средний,сыр мягкий,15,да,нет,A4,15.0,нет,да
164,одиночка,1,средний,сыр твердый,15,да,нет,A1,5.0,да,да
165,одиночка,1,низкий,сыр твердый,15,да,нет,A2,15.0,нет,нет
166,одиночка,1,низкий,продукты сырные,15,да,нет,A2,20.0,да,нет
167,одиночка,1,средний,прочие сыры,15,да,да,A2,10.0,да,нет
168,одиночка,1,средний,сыр мягкий,15,да,да,A3,5.0,да,да
169,одиночка,1,высокий,сыр твердый,15,нет,нет,A2,15.0,да,да
170,одиночка,1,средний,сыр твердый,15,да,да,A5,20.0,да,да
171,одиночка,1,низкий,сыр твердый,15,да,да,A2,5.0,нет,да
172,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,20.0,нет,да
173,одиночка,1,средний,сыр твердый,15,да,да,A4,20.0,нет,да
174,одиночка,1,высокий,сыр полутвердый,15,да,да,A1,5.0,да,да
175,одиночка,1,низкий,прочие сыры,15,да,нет,A2,7.5,да,да
176,одиночка,1,средний,сыр полутвердый,15,да,нет,A2,15.0,да,да
177,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,7.5,да,да
178,одиночка,1,средний,прочие сыры,15,да,нет,A2,15.0,нет,да
179,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,15.0,да,нет
180,одиночка,1,низкий,сыр мягкий,15,да,да,A1,7.5,нет,да
181,одиночка,1,средний,продукты сырные,15,да,нет,A2,20.0,да,нет
182,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,7.5,нет,нет
183,одиночка,1,низкий,продукты сырные,15,да,нет,A2,15.0,нет,нет
184,одиночка,1,низкий,продукты сырные,15,да,да,A1,5.0,да,нет
185,одиночка,1,низкий,сыр твердый,15,да,нет,A2,15.0,да,да
186,одиночка,1,низкий,сыр твердый,15,да,нет,A1,15.0,да,нет
187,одиночка,1,средний,сыр полутвердый,15,да,нет,A2,5.0,да,да
188,одиночка,1,высокий,сыр твердый,15,нет,да,A1,10.0,да,нет
189,одиночка,1,низкий,сыр твердый,15,да,да,A1,20.0,нет,да
190,одиночка,1,низкий,сыр мягкий,15,нет,нет,A5,5.0,да,да
191,одиночка,1,низкий,прочие сыры,15,нет,да,A2,10.0,да,нет
192,одиночка,1,средний,продукты сырные,15,да,да,A5,10.0,да,да
193,одиночка,1,средний,продукты сырные,15,да,нет,A3,20.0,да,нет
194,одиночка,1,низкий,прочие сыры,15,нет,нет,A2,5.0,нет,да
195,одиночка,1,средний,прочие сыры,15,нет,нет,A3,10.0,да,да
196,одиночка,1,низкий,сыр твердый,15,да,да,A1,15.0,да,нет
197,одиночка,1,низкий,сыр твердый,15,да,да,A1,7.5,да,да
198,одиночка,1,средний,сыр мягкий,15,нет,да,A2,7.5,да,нет
199,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A3,20.0,нет,да
200,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,5.0,нет,нет
201,одиночка,1,низкий,прочие сыры,15,да,нет,A2,15.0,нет,да
202,одиночка,1,средний,сыр твердый,15,да,нет,A4,20.0,да,да
203,одиночка,1,низкий,прочие сыры,15,нет,нет,A1,7.5,да,да
204,одиночка,1,средний,сыр полутвердый,15,нет,да,A1,7.5,да,нет
205,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,10.0,да,да
206,одиночка,1,низкий,сыр твердый,15,да,да,A1,10.0,да,да
207,одиночка,1,низкий,сыр мягкий,15,да,нет,A1,15.0,нет,нет
208,одиночка,1,средний,сыр полутвердый,15,да,да,A4,5.0,да,да
209,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,20.0,нет,да
210,одиночка,1,средний,продукты сырные,15,да,нет,A1,15.0,да,да
211,одиночка,1,средний,сыр твердый,15,да,нет,A1,7.5,да,да
212,одиночка,1,средний,сыр мягкий,15,да,нет,A2,15.0,да,да
213,одиночка,1,низкий,сыр мягкий,15,нет,да,A4,20.0,нет,нет
214,одиночка,1,низкий,прочие сыры,15,да,нет,A1,7.5,нет,да
215,одиночка,1,низкий,продукты сырные,15,да,нет,A3,10.0,да,да
216,одиночка,1,низкий,сыр полутвердый,15,нет,да,A4,5.0,да,да
217,одиночка,1,средний,сыр полутвердый,15,да,нет,A3,15.0,да,нет
218,одиночка,1,низкий,продукты сырные,15,нет,да,A4,7.5,нет,да
219,одиночка,1,низкий,прочие сыры,15,да,нет,A2,15.0,да,да
220,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,15.0,да,да
221,одиночка,1,низкий,сыр мягкий,15,нет,нет,A1,15.0,нет,да
222,одиночка,1,низкий,сыр твердый,15,да,да,A3,5.0,да,да
223,одиночка,1,низкий,сыр полутвердый,15,нет,да,A2,5.0,нет,да
224,одиночка,1,средний,сыр мягкий,15,да,нет,A5,20.0,да,да
225,одиночка,1,низкий,продукты сырные,15,да,нет,A1,20.0,да,да
226,одиночка,1,низкий,продукты сырные,15,да,нет,A3,10.0,нет,нет
227,одиночка,1,высокий,прочие сыры,15,нет,нет,A2,10.0,да,да
228,одиночка,1,низкий,сыр мягкий,15,да,да,A1,7.5,да,да
229,одиночка,1,низкий,продукты сырные,15,да,да,A2,7.5,да,да
230,одиночка,1,низкий,сыр полутвердый,15,да,нет,A3,5.0,да,нет
231,одиночка,1,средний,продукты сырные,15,да,нет,A2,5.0,да,нет
232,одиночка,1,низкий,сыр полутвердый,15,да,нет,A2,20.0,да,да
233,одиночка,1,высокий,прочие сыры,15,да,нет,A2,15.0,да,нет
234,одиночка,1,низкий,сыр твердый,15,нет,нет,A3,10.0,нет,нет
235,одиночка,1,средний,сыр полутвердый,15,да,да,A2,5.0,да,да
236,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,нет,да
237,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,20.0,да,нет
238,одиночка,1,низкий,сыр полутвердый,15,да,да,A2,10.0,нет,нет
239,одиночка,1,средний,продукты сырные,15,нет,нет,A2,7.5,да,нет
240,одиночка,1,низкий,сыр полутвердый,15,да,нет,A2,7.5,да,да
241,одиночка,1,средний,продукты сырные,15,да,нет,A1,7.5,нет,да
242,одиночка,1,средний,сыр полутвердый,15,да,нет,A5,10.0,да,да
243,одиночка,1,низкий,прочие сыры,15,да,да,A2,20.0,да,да
244,одиночка,1,низкий,сыр мягкий,15,да,да,A1,5.0,нет,да
245,одиночка,1,высокий,сыр мягкий,15,да,да,A4,20.0,да,да
246,одиночка,1,низкий,прочие сыры,15,нет,да,A2,5.0,да,да
247,одиночка,1,низкий,сыр твердый,15,да,нет,A1,10.0,да,да
248,одиночка,1,средний,сыр твердый,15,нет,нет,A1,5.0,да,да
249,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,15.0,да,да
250,одиночка,1,средний,сыр твердый,15,да,нет,A4,7.5,да,нет
251,одиночка,1,низкий,сыр мягкий,15,да,да,A2,15.0,да,да
252,одиночка,1,средний,сыр мягкий,15,нет,нет,A1,7.5,да,да
253,одиночка,1,низкий,продукты сырные,15,нет,нет,A3,7.5,да,да
254,одиночка,1,низкий,сыр твердый,15,да,да,A2,20.0,да,нет
255,одиночка,1,низкий,сыр твердый,15,да,нет,A5,20.0,нет,да
256,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A2,5.0,да,да
257,одиночка,1,низкий,прочие сыры,15,да,нет,A4,20.0,нет,да
258,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,5.0,да,да
259,одиночка,1,средний,сыр твердый,15,нет,нет,A5,20.0,да,да
260,одиночка,1,низкий,сыр полутвердый,15,да,нет,A4,20.0,да,да
261,одиночка,1,средний,сыр мягкий,15,да,да,A1,5.0,нет,да
262,одиночка,1,низкий,сыр твердый,15,да,да,A2,7.5,нет,да
263,одиночка,1,низкий,сыр твердый,15,нет,да,A2,5.0,да,да
264,одиночка,1,низкий,продукты сырные,15,да,нет,A1,15.0,да,да
265,одиночка,1,высокий,сыр твердый,15,да,нет,A1,15.0,да,да
266,одиночка,1,низкий,продукты сырные,15,да,да,A1,15.0,да,да
267,одиночка,1,низкий,сыр твердый,15,нет,да,A2,15.0,нет,да
268,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A3,7.5,да,да
269,одиночка,1,средний,продукты сырные,15,да,нет,A1,5.0,нет,нет
270,одиночка,1,низкий,прочие сыры,15,да,да,A4,15.0,да,нет
271,одиночка,1,средний,прочие сыры,15,да,нет,A3,10.0,нет,да
272,одиночка,1,средний,прочие сыры,15,да,нет,A1,20.0,да,да
273,одиночка,1,средний,продукты сырные,15,да,да,A4,15.0,да,да
274,одиночка,1,низкий,сыр твердый,15,нет,нет,A2,5.0,нет,нет
275,одиночка,1,низкий,сыр твердый,15,да,нет,A2,5.0,да,да
276,одиночка,1,средний,продукты сырные,15,нет,нет,A1,7.5,да,да
277,одиночка,1,низкий,продукты сырные,15,нет,да,A1,15.0,да,нет
278,одиночка,1,средний,сыр твердый,15,да,нет,A4,10.0,да,да
279,одиночка,1,высокий,сыр полутвердый,15,нет,да,A2,15.0,да,нет
280,одиночка,1,низкий,продукты сырные,15,да,нет,A1,5.0,да,нет
281,одиночка,1,низкий,прочие сыры,15,да,нет,A2,20.0,да,да
282,одиночка,1,низкий,продукты сырные,15,да,нет,A1,15.0,нет,нет
283,одиночка,1,средний,сыр полутвердый,15,да,нет,A3,5.0,да,да
284,одиночка,1,низкий,прочие сыры,15,да,нет,A1,15.0,да,да
285,одиночка,1,низкий,продукты сырные,15,да,нет,A5,10.0,да,да
286,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,15.0,да,нет
287,одиночка,1,низкий,сыр твердый,15,да,да,A4,10.0,да,да
288,одиночка,1,низкий,продукты сырные,15,да,нет,A1,5.0,да,да
289,одиночка,1,низкий,сыр мягкий,15,да,да,A2,20.0,да,да
290,одиночка,1,высокий,прочие сыры,15,да,да,A3,20.0,нет,да
291,одиночка,1,низкий,сыр твердый,15,да,нет,A1,7.5,да,да
292,одиночка,1,средний,сыр мягкий,15,да,нет,A2,20.0,да,да
293,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,15.0,да,да
294,одиночка,1,средний,сыр твердый,15,да,да,A3,7.5,да,да
295,одиночка,1,средний,сыр полутвердый,15,да,нет,A3,7.5,да,нет
296,одиночка,1,низкий,сыр полутвердый,15,да,нет,A2,15.0,да,да
297,одиночка,1,низкий,прочие сыры,15,нет,нет,A3,10.0,да,да
298,одиночка,1,низкий,продукты сырные,15,да,нет,A4,5.0,да,да
299,одиночка,1,низкий,сыр твердый,15,да,нет,A4,20.0,да,нет
300,одиночка,1,низкий,прочие сыры,15,да,нет,A1,20.0,нет,да
301,одиночка,1,средний,прочие сыры,15,нет,да,A3,7.5,да,да
302,одиночка,1,низкий,сыр твердый,15,да,нет,A3,5.0,нет,да
303,одиночка,1,низкий,прочие сыры,15,да,да,A1,10.0,да,нет
304,одиночка,1,высокий,прочие сыры,15,нет,нет,A3,10.0,да,нет
305,одиночка,1,высокий,сыр полутвердый,15,да,нет,A5,7.5,да,нет
306,одиночка,1,низкий,сыр мягкий,15,да,нет,A2,10.0,да,да
307,одиночка,1,низкий,сыр мягкий,15,да,нет,A4,7.5,да,да
308,одиночка,1,низкий,сыр полутвердый,15,да,нет,A1,15.0,да,да
309,одиночка,1,средний,продукты сырные,15,да,нет,A5,20.0,нет,да
310,одиночка,1,низкий,прочие сыры,15,да,нет,A3,10.0,нет,да
311,одиночка,1,средний,прочие сыры,15,да,нет,A1,7.5,да,да
312,одиночка,1,низкий,сыр полутвердый,15,да,да,A1,5.0,да,да
313,одиночка,1,средний,сыр полутвердый,15,нет,нет,A4,20.0,нет,да
314,одиночка,1,низкий,сыр мягкий,15,нет,нет,A2,15.0,нет,да
315,одиночка,1,низкий,сыр твердый,15,нет,да,A2,7.5,да,нет
316,одиночка,1,средний,продукты сырные,15,да,да,A4,20.0,да,да
317,одиночка,1,высокий,сыр мягкий,15,да,нет,A2,5.0,нет,да
318,одиночка,1,низкий,продукты сырные,15,да,нет,A1,20.0,да,да
319,одиночка,1,высокий,сыр твердый,15,да,нет,A2,10.0,да,да
320,одиночка,1,низкий,сыр полутвердый,15,да,да,A4,7.5,да,нет
321,одиночка,1,низкий,продукты сырные,15,да,нет,A1,15.0,нет,да
322,одиночка,1,низкий,сыр твердый,15,нет,нет,A4,20.0,да,нет
323,одиночка,1,низкий,сыр твердый,15,да,нет,A3,15.0,да,да
324,одиночка,1,низкий,прочие сыры,15,да,нет,A3,15.0,нет,нет
325,одиночка,1,высокий,прочие сыры,15,да,нет,A1,5.0,нет,да
326,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A3,15.0,да,да
327,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A3,10.0,да,нет
328,одиночка,1,низкий,прочие сыры,15,да,нет,A3,15.0,нет,да
329,одиночка,1,низкий,сыр мягкий,15,да,да,A1,7.5,да,да
330,одиночка,1,низкий,продукты сырные,15,нет,нет,A1,20.0,нет,да
331,одиночка,1,низкий,сыр полутвердый,15,нет,нет,A3,5.0,нет,да
332,одиночка,1,низкий,сыр мягкий,15,нет,да,A1,20.0,нет,да
333,одиночка,1,низкий,сыр мягкий,15,да,да,A2,20.0,нет,да
334,одиночка,1,низкий,прочие сыры,15,да,нет,A4,10.0,нет,нет
335,одиночка,1,средний,сыр твердый,15,да,нет,A4,5.0,да,да
336,одиночка,1,низкий,прочие сыры,15,нет,нет,A3,5.0,да,нет
337,одиночка,1,низкий,продукты сырные,15,да,нет,A2,20.0,нет,да
338,одиночка,1,средний,сыр полутвердый,15,да,нет,A4,20.0,да,да
339,одиночка,1,низкий,прочие сыры,15,да,нет,A1,5.0,да,нет
340,одиночка,1,средний,сыр полутвердый,15,нет,нет,A1,7.5,нет,да
341,одиночка,1,низкий,сыр твердый,15,нет,да,A2,7.5,да,нет
342,одиночка,1,низкий,сыр полутвердый,15,да,нет,A4,20.0,да,да
343,одиночка,1,средний,сыр твердый,15,да,нет,A1,20.0,да,да
344,одиночка,1,средний,сыр мягкий,15,нет,нет,A2,15.0,да,да
345,одиночка,1,низкий,продукты сырные,15,да,нет,A4,20.0,нет,да
346,одиночка,1,высокий,сыр полутвердый,15,нет,нет,A3,20.0,да,да
347,одиночка,1,высокий,прочие сыры,15,нет,да,A3,7.5,да,да
348,одиночка,1,низкий,сыр твердый,15,да,да,A4,20.0,да,да
349,одиночка,1,низкий,сыр полутвердый,15,да,да,A3,20.0,да,да
350,одиночка,1,высокий,сыр твердый,15,да,нет,A1,20.0,нет,нет
351,одиночка,1,средний,продукты сырные,15,да,нет,A2,7.5,да,да
352,одиночка,1,средний,сыр мягкий,15,нет,нет,A2,10.0,нет,да
353,одиночка,1,низкий,сыр твердый,15,да,да,A2,5.0,да,да
354,одиночка,1,средний,сыр полутвердый,15,да,нет,A1,7.5,да,да
355,одиночка,1,низкий,сыр полутвердый,15,да,нет,A3,10.0,нет,да
