date;model;retailer;kind_cheese;key;price
07.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
07.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
07.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
07.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
07.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
07.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
07.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
07.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
07.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
07.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
07.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
07.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
07.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
07.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
08.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
08.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
08.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
08.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
08.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
08.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
08.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
08.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
08.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
08.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
08.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
08.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
08.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
08.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
08.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
08.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
08.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
08.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
08.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
08.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
08.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
08.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
08.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
08.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
08.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
09.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
09.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
09.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
09.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
09.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
09.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
09.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
09.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
09.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
09.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
09.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
09.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
09.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
09.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
09.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
09.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
09.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
09.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
09.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
09.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
09.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
09.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
09.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
09.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
09.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
10.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
10.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
10.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
10.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
10.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
10.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
10.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
10.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
10.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
10.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
10.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
10.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
10.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
10.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
10.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
10.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
10.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
10.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
10.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
10.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
10.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
10.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
10.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
10.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
10.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
11.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
11.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
11.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
11.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
11.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
11.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
11.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
11.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
11.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
11.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
11.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
11.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
11.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
11.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
11.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
11.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
11.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
11.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
11.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
11.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
11.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
11.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
11.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
11.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
11.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
12.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
12.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
12.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
12.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
12.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
12.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
12.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
12.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
12.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
12.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
12.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
12.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
12.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
12.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
12.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
12.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
12.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
12.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
12.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
12.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
12.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
12.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
12.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
12.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
12.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
13.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
13.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
13.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
13.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
13.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
13.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
13.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
13.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
13.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
13.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
13.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
13.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
13.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
13.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
13.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
13.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
13.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
13.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
13.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
13.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
13.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
13.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
13.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
13.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
13.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
14.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
14.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
14.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
14.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
14.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
14.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
14.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
14.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
14.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
14.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
14.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
14.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
14.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
14.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
14.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
14.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
14.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
14.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
14.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
14.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
14.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
14.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
14.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
14.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
14.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
15.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
15.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
15.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
15.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
15.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
15.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
15.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
15.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
15.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
15.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
15.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
15.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
15.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
15.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
15.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
15.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
15.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
15.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
15.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
15.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
15.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
15.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
15.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
15.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
15.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
16.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
16.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
16.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
16.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
16.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
16.01.2020;2;A2;сыр твердый;A2|сыр твердый;1100
16.01.2020;2;A2;сыр полутвердый;A2|сыр полутвердый;660
16.01.2020;2;A2;сыр мягкий;A2|сыр мягкий;550
16.01.2020;2;A2;прочие сыры;A2|прочие сыры;770
16.01.2020;2;A2;продукты сырные;A2|продукты сырные;440
16.01.2020;2;A3;сыр твердый;A3|сыр твердый;1100
16.01.2020;2;A3;сыр полутвердый;A3|сыр полутвердый;660
16.01.2020;2;A3;сыр мягкий;A3|сыр мягкий;550
16.01.2020;2;A3;прочие сыры;A3|прочие сыры;770
16.01.2020;2;A3;продукты сырные;A3|продукты сырные;440
16.01.2020;2;A4;сыр твердый;A4|сыр твердый;1155
16.01.2020;2;A4;сыр полутвердый;A4|сыр полутвердый;693
16.01.2020;2;A4;сыр мягкий;A4|сыр мягкий;578
16.01.2020;2;A4;прочие сыры;A4|прочие сыры;847
16.01.2020;2;A4;продукты сырные;A4|продукты сырные;374
16.01.2020;2;A5;сыр твердый;A5|сыр твердый;1045
16.01.2020;2;A5;сыр полутвердый;A5|сыр полутвердый;627
16.01.2020;2;A5;сыр мягкий;A5|сыр мягкий;523
16.01.2020;2;A5;прочие сыры;A5|прочие сыры;732
16.01.2020;2;A5;продукты сырные;A5|продукты сырные;418
17.01.2020;2;A1;сыр твердый;A1|сыр твердый;1100
17.01.2020;2;A1;сыр полутвердый;A1|сыр полутвердый;660
17.01.2020;2;A1;сыр мягкий;A1|сыр мягкий;550
17.01.2020;2;A1;прочие сыры;A1|прочие сыры;770
17.01.2020;2;A1;продукты сырные;A1|продукты сырные;440
