date;model;retailer;kind_cheese;key;price
01.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
01.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
01.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
01.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
01.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
01.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
01.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
01.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
01.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
01.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
01.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
01.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
01.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
02.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
02.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
02.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
02.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
02.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
02.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
02.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
02.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
02.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
02.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
02.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
02.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
02.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
02.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
02.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
02.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
02.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
02.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
02.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
02.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
02.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
02.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
02.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
02.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
02.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
03.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
03.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
03.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
03.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
03.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
03.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
03.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
03.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
03.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
03.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
03.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
03.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
03.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
03.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
03.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
03.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
03.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
03.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
03.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
03.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
03.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
03.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
03.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
03.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
03.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
04.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
04.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
04.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
04.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
04.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
04.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
04.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
04.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
04.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
04.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
04.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
04.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
04.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
04.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
04.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
04.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
04.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
04.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
04.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
04.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
04.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
04.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
04.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
04.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
04.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
05.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
05.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
05.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
05.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
05.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
05.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
05.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
05.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
05.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
05.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
05.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
05.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
05.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
05.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
05.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
05.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
05.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
05.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
05.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
05.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
05.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
05.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
05.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
05.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
05.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
06.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
06.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
06.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
06.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
06.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
06.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
06.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
06.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
06.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
06.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
06.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
06.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
06.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
06.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
06.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
06.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
06.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
06.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
06.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
06.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
06.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
06.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
06.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
06.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
06.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
07.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
07.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
07.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
07.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
07.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
07.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
07.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
07.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
07.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
07.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
07.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
07.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
07.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
07.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
07.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
07.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
07.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
07.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
07.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
07.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
07.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
07.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
07.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
07.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
07.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
08.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
08.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
08.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
08.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
08.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
08.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
08.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
08.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
08.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
08.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
08.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
08.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
08.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
08.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
08.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
08.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
08.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
08.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
08.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
08.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
08.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
08.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
08.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
08.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
08.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
09.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
09.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
09.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
09.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
09.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
09.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
09.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
09.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
09.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
09.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
09.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
09.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
09.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
09.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
09.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
09.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
09.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
09.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
09.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
09.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
09.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
09.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
09.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
09.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
09.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
10.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
10.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
10.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
10.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
10.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
10.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
10.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
10.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
10.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
10.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
10.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
10.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
10.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
10.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
10.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
10.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
10.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
10.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
10.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
10.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
10.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
10.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
10.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
10.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
10.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
11.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
11.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
11.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
11.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
11.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
11.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
11.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
11.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
11.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
11.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
11.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
11.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
11.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
11.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
11.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
11.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
11.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
11.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
11.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
11.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
11.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
11.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
11.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
11.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
11.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
12.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
12.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
12.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
12.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
12.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
12.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
12.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
12.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
12.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
12.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
12.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
12.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
12.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
12.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
12.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
12.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
12.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
12.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
12.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
12.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
12.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
12.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
12.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
12.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
12.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
13.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
13.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
13.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
13.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
13.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
13.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
13.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
13.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
13.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
13.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
13.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
13.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
13.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
13.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
13.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
13.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
13.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
13.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
13.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
13.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
13.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
13.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
13.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
13.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
13.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
14.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
14.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
14.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
14.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
14.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
14.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
14.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
14.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
14.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
14.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
14.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
14.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
14.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
14.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
14.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
14.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
14.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
14.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
14.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
14.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
14.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
14.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
14.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
14.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
14.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
15.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
15.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
15.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
15.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
15.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
15.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
15.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
15.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
15.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
15.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
15.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
15.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
15.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
15.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
15.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
15.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
15.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
15.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
15.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
15.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
15.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
15.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
15.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
15.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
15.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
16.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
16.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
16.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
16.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
16.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
16.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
16.01.2020;0;A2;сыр полутвердый;A2|сыр полутвердый;600
16.01.2020;0;A2;сыр мягкий;A2|сыр мягкий;500
16.01.2020;0;A2;прочие сыры;A2|прочие сыры;700
16.01.2020;0;A2;продукты сырные;A2|продукты сырные;400
16.01.2020;0;A3;сыр твердый;A3|сыр твердый;1000
16.01.2020;0;A3;сыр полутвердый;A3|сыр полутвердый;600
16.01.2020;0;A3;сыр мягкий;A3|сыр мягкий;500
16.01.2020;0;A3;прочие сыры;A3|прочие сыры;700
16.01.2020;0;A3;продукты сырные;A3|продукты сырные;400
16.01.2020;0;A4;сыр твердый;A4|сыр твердый;1050
16.01.2020;0;A4;сыр полутвердый;A4|сыр полутвердый;630
16.01.2020;0;A4;сыр мягкий;A4|сыр мягкий;525
16.01.2020;0;A4;прочие сыры;A4|прочие сыры;770
16.01.2020;0;A4;продукты сырные;A4|продукты сырные;340
16.01.2020;0;A5;сыр твердый;A5|сыр твердый;950
16.01.2020;0;A5;сыр полутвердый;A5|сыр полутвердый;570
16.01.2020;0;A5;сыр мягкий;A5|сыр мягкий;475
16.01.2020;0;A5;прочие сыры;A5|прочие сыры;665
16.01.2020;0;A5;продукты сырные;A5|продукты сырные;380
17.01.2020;0;A1;сыр твердый;A1|сыр твердый;1000
17.01.2020;0;A1;сыр полутвердый;A1|сыр полутвердый;600
17.01.2020;0;A1;сыр мягкий;A1|сыр мягкий;500
17.01.2020;0;A1;прочие сыры;A1|прочие сыры;700
17.01.2020;0;A1;продукты сырные;A1|продукты сырные;400
17.01.2020;0;A2;сыр твердый;A2|сыр твердый;1000
